5297,"【7阶】[bd29ee]紫品[-]头冠,穿戴等级[007ae8]73[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*600[-]】；消耗4个【醉月·冠】和1个【7阶装备谱】可在熔炉合成1个7阶【橙品】头冠"
5302,"【75级野外BOSS】中击败神笔判官获得,打开必定获得7阶橙装，可能获得8阶天工谱"
5373,"【使用】可获得主翼突破丹*20,坐骑丹*70,装备强化石*70,4级宝石礼包*4"
5432,【称号】160级天兵
5445,黑怕普满
5473,"【11阶】[bd29ee]紫品[-]腰带,穿戴等级[007ae8]110[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*1000[-]】；消耗4个【青冥·腰】和1个【11阶装备谱】可在熔炉合成1个11阶【橙品】腰带"
5475,玉珍
5507,"[fff600]剑宗[-]【7阶】[f02c2c]红品[-]腰带,穿戴等级[007ae8]75[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*2500[-]】"
5621,"[fff600]幽冥[-]【10阶】[ec8f0b]橙品[-]裤子,穿戴等级[007ae8]106[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*1800[-]】；消耗3个【乾坤煞·腿】，1个【10阶天工谱】和6个【10阶天玄晶】可在熔炉合成1个10阶【红品】裤子"
5628,背包格子不足，不能从仓库取出物品
5677,6阶偏将
5683,"[fff600]剑宗[-]【11阶】[ec8f0b]橙品[-]项链,穿戴等级[007ae8]112[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*2000[-]】；消耗3个【念苍生·链】，2个【11阶天工谱】可在熔炉合成1个11阶【红品】项链"
5713,龙影·鞘
5736,收集猛禽
5758,惊雷·琴
5766,月华_9
5820,石头人技能
5827,宠物升级技能
5833,安抚（九）
5859,鹿吴山
5923,安慕希
5933,【蓝玉麒麟】碎片礼包
5935,天将6倍伤害
5949,玄影·箭
5959,【头像】使用后可获得【旱魃】头像
5971,靖羽连击5
5987,大楚
6001,凤求凰·琴
6016,[bd29ee]紫色品质[-]将新增一条随机附加属性
6022,乾坤煞·坠
6046,暴击时，有35%概率恢复主人3%生命
6049,资源收集
6070,根据相柳所说去问连翘要一些枝叶
6110,送给我？
6123,旱魃4连击
6144,哼，麻烦来了。你去问问月华那小子。
6177,怜月舞·匣
6205,清啸冷月
6209,咦？！这是……墓鼠？？？
6222,3阶修士
6228,刘展
6245,{0}在【阵营领地】中击败30人！战神附体！
6267,偷猎者
6280,增加主人200点暴击
6289,前路已经扫平，我们是时候进行下一步行动了。
6298,您所在的阵营在镖车活动中未能获得镖车归属，由于您的积极参与活动获得如下奖励！
6325,灵魔4级
6385,蔺墨舞
6414,（你将月华的谢意告诉了者宵）
6449,正在为蓝方阵营增加积分
6463,自有妙用
6474,造型专用NPC53
6538,【报喜金猪】祈福礼包
6558,有劳少侠了，去问问天歌那孩子有什么需要吧。
6577,【蝶语】碎片礼包
6627,抓取敌人，高伤害天雷3连击，霸体释放
6628,如萱
6631,清理掉突袭的行尸
6675,书信行囊空空如也
6708,现在我们还需要一些雄鹿茸。
6766,13阶 高山流水
6787,回魂一击
6827,造型专用NPC193
6832,目标火球
6859,进攻【D区】
6890,当前
6917,爬塔27层BOSS
6948,1元礼包（限时试用）
6949,秀晶_隐藏
6950,天玄战场是双方争夺的焦点，在吾之指引下，前去历练一番吧。
6975,空城张龙台词
6995,这次便放过你们，若是下次，恐怕你们就没有这样的好运。我们走！
7089,表情
7094,宏明
7153,麻烦你了，帮我点燃它们，为他取取暖吧。
7171,红人✘小生
7174,"打开获得一张绑定【3折庄周之梦券】,3折价格购买一副【庄周之梦】紫色翅膀（75个碎片），美滋滋！"
7197,使用后获得红色宠物
7213,5阶装备谱
7230,狱炎.霸AI用
7298,攻击降低50%
7338,该宠物已上阵
7343,好好好，没想到你还有点儿能耐，不过你恐怕是追不上我了，自己玩儿去吧。
7373,号令天下
7388,眩晕抗性降低
7411,血染残阳·腕
7455,伪装的相柳
7456,若不是我，便还有其他人，我对这种鬼祟之徒倒是有些办法。
7524,野外BOSS收益购买次数+5
7604,九头蛇血
7652,好一个共工，好一个天玑啊，你将这头颅带去给他，看看他还有什么话要说！
7664,施放者非主角
7679,"[fff600]云裳[-]【13阶】[f02c2c]红品[-]护甲,穿戴等级[007ae8]122[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*5500[-]】"
7689,爬塔47层精英
7751,受伤士兵玄1
7777,万迹无踪·链
7800,提高45%杀怪经验，重复使用叠加效果时间
7884,编辑公告成功
7886,哼，你还是有几分作用！
7900,神鬼煞·坠
7914,【东海人鱼】祈福礼包
7924,八荒六合·鞘
7937,传承将副宠的星级、等级中更高的继承给主宠，并把副宠置为1级
7980,"[fff600]剑宗[-]【5阶】[ec8f0b]橙品[-]腰带,穿戴等级[007ae8]55[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*800[-]】；消耗3个【地势坤·腰】，1个【5阶天工谱】可在熔炉合成1个5阶【红品】腰带"
7999,羽翼重生6级
8026,造型专用NPC46
8061,【头像】迷狼
8075,我有三大难题：早晨吃什么？\n中午吃什么？晚上吃什么？
8089,玉衡·链
8104,"名字重复,请重新选择名字"
8190,模型100
8200,5阶人仙
8212,醉月·主手
8216,【称号】仙盟使者
8227,"【9阶】[007ae8]蓝品[-]武器,穿戴等级[007ae8]90[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*400[-]】；消耗5个【惊雷·主手】可在熔炉合成1个9阶【紫品】武器"
8229,【称号】使用后可获得称号【万夫莫敌】
8326,上架物品的售价必须在5-5000之间
8340,疯子
8361,激活码已被使用，验证失败
8379,造型专用NPC186
8399,郁
8434,3阶蓝装箱
8460,山河煞·冠
8508,狐妖傀儡_噩梦
8522,获得十里桃花称号
8539,输入密码长度超过8个字符
8572,我见此次者宵回来，语气之中对百里赤炎颇为赞赏。齿戎已离开空城，前往妖都，我希望你去找找月华，此行只能寄希望于他，望他多看着点他师兄。
8588,你还是走吧，说了你也不懂去外面悟道吧！
8625,限时
8662,铸造NPC
8683,小心一些，不要被那些家伙咬伤。
8685,20级战力特惠礼包
8691,清理毒蜘蛛
8728,该坐骑未激活！
8737,使用伏羲符文（采集）
8790,【称号】使用后可获得称号【160级天兵】
8798,已进入跟随队长状态
8805,经验 +{0}
8815,冷月·戒
8821,恩？好像不太对，来的这只虽然妖法高深，但也算不得能兴风作雨的妖物。
8872,赤目角龙的珍宝
8883,坐骑召唤卷轴
8888,使用获得金币100000
8901,金狮子普通攻击
8943,幽冥小师妹困难
8945,【9阶天玄晶】【[00b404]玄天熔炉[-]】中合成【[f02c2c]90-99级红品防具[-]】的必须品，组队副本掉落
8949,个人战场击杀塔
8956,"[fff600]剑宗[-]【11阶】[f02c2c]红品[-]护腕,穿戴等级[007ae8]114[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*4500[-]】"
8991,李婶婶
9036,游历次数已经用完
9080,我要战力
9097,13阶红色装备
9121,1元礼包(周三)
9123,闪避时，有50%概率提高主人3%防御，持续10秒
9140,竞技场500
9153,我们是谁，你就不用知道了。看你死到临头，便把东皇钟的下落交代了吧，不然今日便当真是你的死期。
9163,获得号令苍穹称号
9186,[1176D3]可领取：[-][7A3A00]{0}小时[-]
9194,银断缘
9256,既然应龙有这个雅兴，我便奉陪吧。
9317,"【宠物碎片】可以在【[00b404]玄天熔炉[-]】中消耗【[00b404]75[-]】个碎片合成一个【[bd29ee]奇耳毛毛兔[-]】宠物,[00b404]出售[-]可获得【[007ae8]灵宠精魄[-]】"
9326,找相柳进行交谈
9338,幻兵
9342,全身强化 {0}阶
9384,40级玩家7
9442,【称号】使用后可获得称号【月崖天师】
9499,梦梵
9564,十里桃花
9578,造型专用NPC39
9583,瓷罐
9597,"必定获得1~3个【铁甲战神】碎片，并有一定概率额外获得50个""可交易""的对应碎片"
9598,测试用NPC一号
9604,提升攻击，生命10%
9624,你在唱什么歌啊，听起来不错？
9633,红鲤诗音被动技
9650,誓无悔
9656,使用后可随机获得顶级藏宝图中的一张。
9665,高级强化石
9719,外功攻击
9725,获取猪肉
9736,造型专用怪96
9751,去问问师兄有何指示吧。
9765,物品下架失败，已经被购买了
9784,8阶地仙
9796,比目.噩梦
9806,烈焰华服（3天）
9847,神陨·腕
9867,增加主人450点暴免
9931,造型专用NPC179
9941,天思
9942,（你将青苍子的话转达给了月华）
9999,{0}在【阵营领地】中击败20人！势不可挡！
10006,最速升级方式
10008,使用获得金币1000000
10031,6000元宝
10036,只是这冰天雪地，不知究竟该从何入手。
10081,47级主线挑战
10097,这就行了嘛，给你给你。
10120,矩形范围2连斩
10149,"【基础规则】\n1.击败其他玩家获得积分,段位越高积分越高\n2.战场[ff0000]禁止[-]使用药剂\n3.战场[ff0000]禁止[-]使用宠物\n\n【战场地图规则】\n[e8781c]上古斗场[-]\n上古斗场地图中每分钟出出现神秘漩涡，靠近后获得以下四种效果之一\n1.积分，直接获得50积分\n2.恢复，恢复生命100%\n3.鼓舞，提高攻击100%\n4.厄运，降低攻击25%，降低移动速度25%\n\n[e8781c]熔岩密室[-]\n熔岩密室中采集物宝箱到一定数量可唤醒神将,神将会主动攻击其他玩家。\n1.每位玩家唤醒进度是独立的\n2.所有宝箱采集完后会同时刷新\n3.神将会在60秒后再度沉睡"
10168,水元素伤害
10221,"[fff600]靖羽[-]【5阶】[f02c2c]红品[-]裤子,穿戴等级[007ae8]56[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*1500[-]】"
10222,欧
10237,审判
10239,"【免暴宝石】可镶嵌到【护腰】宝石孔,增加角色【480】点暴击减免值"
10269,靖羽副统领
10302,盖
10406,悦来客栈_组队
10427,回空城整顿人马后再来一战！
10434,幽冥小师弟120-129
10476,"【13阶】[007ae8]蓝品[-]饰品,穿戴等级[007ae8]124[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*600[-]】；消耗5个【碎星·饰】可在熔炉合成1个13阶【紫品】饰品"
10542,百里赤炎_3
10603,仙翼高级礼包
10614,高山流水·腿
10615,炫宇
10688,坎水破·链
10705,获得天地一色神将称号
10710,枯竭之墓宝藏
10716,"[fff600]幽冥[-]【11阶】[ec8f0b]橙品[-]护腕,穿戴等级[007ae8]115[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*2000[-]】；消耗3个【苍穹煞·腕】，1个【11阶天工谱】和8个【11阶天玄晶】可在熔炉合成1个11阶【红品】护腕"
10771,阵营地宫、坐骑基金
10809,仙盟镖车已开始前行，大家快去合力守护吧！
10810,公告
10877,BOSS描述，预留13
10880,……算了。你知道怎么样才能找到鲲鹏吗？
10897,梦无痕·铠
10901,"【内防宝石】可镶嵌到【护甲】宝石孔,增加角色【2160】点内功防御"
10925,获得150级天兵称号
10944,落难千筹
10970,紫尾蝶被动技
11002,今天是天歌小兄弟家人的祭日，你去安慰一下他吧。
11035,穿戴宠物装备
11054,单人挑战
11080,若是不出意外的话，太阳落山之前便可以进入枯竭之墓，晚上温度会骤降一些，但不知墓穴中将会如何。
11081,天机领袖
11085,汇聚空城
11109,{0}元宝
11119,御兽真人
11120,赤血石
11128,9阶裨将
11144,东海人鱼
11162,半颗心的距离
11169,梦夕昭·副手
11177,藏宝地宫BOSS3
11178,机关术
11179,采集月魂草
11182,落难清霜
11248,喵喵
11288,造型专用怪89
11301,每日礼包
11321,[00ff00]{0}[-]不足，是否消耗[ff0000]{1}{2}[-]浇水？
11354,"【9阶】[bd29ee]紫品[-]副手,穿戴等级[007ae8]91[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*800[-]】；消耗4个【晚宵·副手】和3个【9阶装备谱】可在熔炉合成1个9阶【橙品】副手"
11360,拜别墓鼠前去找相柳
11371,【头像】使用后可获得【花仙】头像
11381,开炮{0}分/次
11396,现在你去告诉师弟，让他前来找我，恐怕等下将会有一场恶战了。
11448,"[fff600]云裳[-]【10阶】[ec8f0b]橙品[-]裤子,穿戴等级[007ae8]106[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*1800[-]】；消耗3个【冷月醉·腿】，1个【10阶天工谱】和6个【10阶天玄晶】可在熔炉合成1个10阶【红品】裤子"
11451,+{0}级
11466,风中好像有一些血腥味，就在附近，你顺着味道去看看吧。
11494,华轩
11503,您已经完成今日的环任务，只有等明天才能继续任务了！
11519,登陆15天激活
11526,4级生命宝石
11553,萝莉从梦
11575,帮会桃树活动道具，提交增加仙盟桃树15点经验，同时获得经验和2个分翼碎羽！
11623,爬塔46层小怪
11624,1阶准尉
11636,北方漠尘
11639,杀敌英豪
11659,五行珠·燎火
11684,惊涛·副手
11699,姬老太太
11726,鬼祟的小鬼
11775,盐沼巨妖
11809,穿戴
11822,锦衣玉食
11904,剩余天数:
11964,"[fff600]剑宗[-]【8阶】[f02c2c]红品[-]饰品,穿戴等级[007ae8]89[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*3000[-]】"
12008,"【使用】在30分钟内,提高角色5%闪避值"
12019,去取一些幼鹿血来吧，当心别伤着他们。
12029,{0}级可扫荡
12031,风浮
12039,迎梦
12063,碧眼蟾蜍_噩梦
12069,傲世
12091,北秋
12092,哈喽，看我~
12114,志文
12115,5阶鬼仙
12126,玄都
12145,寒冰恶妖
12150,千叶·扇
12157,宝藏（二）
12166,全能药水
12177,老太太活了这么大把年纪一次恐怕能知道些什么，你快去问问她，再回来跟我禀报。
12198,红沙蛇
12208,拾取桃枝
12247,你再去给我采点果子吧，这么久了，都渴了。
12267,少侠，帮忙采些蛇果给那个人送去吧。
12291,蝮蛇
12360,鲛珠（四）
12374,九鬼破天·冠
12385,孟一凤
12391,怎么了？这般慌慌张张的。
12460,嘿嘿……麻烦你了。
12468,未鉴定的至尊龙脉藏宝图
12492,蛟龙
12498,丹琴
12499,你觉得自己变牛逼啦
12500,产出[6b8e00]阵营贡献[-]
12501,领地中出现3个特殊怪！在地图中标识的位置！
12506,6阶紫色装备
12561,7阶铁骑
12598,岑听白
12608,赵冷伊
12644,马上开通
12731,使用获得师徒贡献100
12740,白狐血的味道非常刺鼻，我已经将乌风草研碎，你将它洒在白狐的尸体上，我们来看看它们会产生怎样的变化。
12783,魔屠·饰
12799,"[fff600]幽冥[-]【13阶】[ec8f0b]橙品[-]饰品,穿戴等级[007ae8]124[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*2400[-]】；消耗3个【神鬼煞·饰】，2个【13阶天工谱】和12个【13阶地玄晶】可在熔炉合成1个13阶【红品】饰品"
12843,巩沛白
12894,4级破格宝石
12951,冻结抗性降低
12972,魔
12974,葛
12995,"鼓舞8次,金币获取加成160%!"
12996,可获得100绑元卡*1，未鉴定的高级藏宝图*1，中级经验药剂*1，神秘刷新券*1，VIP经验+10
13033,获取秘药
13083,星耀
13088,菓菓
13089,聊天输入框内最多一次插入{0}件物品
13161,"成功上架{0}*{1}（{2}小时）,保管费:{3}{4}"
13202,阵营地宫将于{0}点{1}分开始，历时刷新大量宝箱!
13214,查看
13251,巽风破·弩
13269,收集7只宠物
13281,【御风飞剑】祈福礼包
13311,染汐
13314,我们去请求白骨桃神和土地公老爷爷帮忙吧！
13316,雪域熊被动技
13318,"[fff600]云裳[-]【10阶】[f02c2c]红品[-]护甲,穿戴等级[007ae8]102[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*4000[-]】"
13335,【礼包】79级天玄战场礼包
13400,灵鹿
13407,灵灵9级
13417,中级藏宝图2
13421,问萍
13458,你去那个路口查看一下，顺便采些须臾草来。
13579,竞技场675
13604,实践（二）
13650,镶嵌
13653,魔妖4级
13654,唉，梵音谷啊梵音谷，怎么搞成这幅样子。
13658,蔓娆.噩梦守护技能
13665,熔炉
13691,天玑阵营
13700,新手副本东皇近卫
13746,拿这个信物去找我老伴儿，她会有主意。
13784,有效时长
13790,阳春白雪·冠
13792,铁骨
13799,让我去试试。
13804,原来你便是之前相柳跟我们提过的人，我与河伯在此处已经研究了不少时间，想来也只能找些东西加上我二人的修为才可以勉强将墓穴打开。
13837,混沌妖魔
13858,进入地图失败，该地图线路人数已满
13885,【灵山神羊】碎片礼包
13916,获得狡窟神将称号
13923,地势坤·鞘
13937,发狂的桃花仙
13995,对目标造成350%伤害，50%概率对目标造成沉默效果5秒
14012,50级战力特惠礼包
14017,超值翎羽礼包
14069,天玄战场npc
14106,狂暴药水
14133,削弱防御
14157,（百里赤炎看着自己手中的《万妖宝典》久久不语）
14174,激活魂器技能
14213,独角仙_噩梦
14223,果然事情不会那么顺利！它们来了！小心。
14328,<阵营军需>
14334,中级碎羽
14342,119经验本BOSS经验
14363,【头像】使用后可获得【盐沼巨妖】头像
14447,已达该品质最高星级(冲星)
14459,将液体浇在青苔
14463,꧁༺弦月༻꧂
14469,血量100%触发控制用
14513,除了寻找东皇下落，我还能做什么？听闻东皇失踪之前曾去过极北之地，因此主人便让我前来看看，只是没想到啊，墓鼠那家伙也跟来了。
14520,检查好了，完全没有任何问题。
14521,月卡购买
14539,风云起·鞘
14543,保清一
14544,别忘了采集一些精气。
14555,回风刃.斩2
14556,格挡时，有5%概率提高主人3%防御，持续10秒
14565,土地公_隐藏
14576,顶级藏宝图2
14579,请清理背包，否则带队礼包不能正常发放。
14648,3级偷桃顽猴
14660,援手（二）
14663,灭日九殇·腕
14670,黑山宫殿天兵
14676,仙翼之王
14685,冷月·腿
14697,格挡值提升8%
14698,倾城舞·链
14700,哦？若是你有方法，便按照你的来……现在我们毫无头绪，若是不从他口中得知，还有其他选择？
14724,【称号】财运亨通
14735,暴击时，有40%概率提高主人3%攻击，持续10秒
14774,120级玩家17
14812,成功率
14820,藏宝图使用次数+22
14829,经验+[6b8e00]{0}%
14830,"技能在冷却中,不能更换"
14841,枉死之人
14878,剥去狐狸皮
14901,出生BUFF
14909,大自在·戒
14915,伺机而动的妖魔_3
14942,【[007ae8]30级[-]】等级礼包奖励
14988,60%获得9阶蓝装，25%获得9阶紫装，10%获得9阶装备谱，5%获得9阶橙装，并有一定概率额外获得9阶红品材料
14991,中毒的仙鹤
15028,你看起来心情不是很好呢？
15110,下一阶段需要宠物碎片：{0}/{1}
15125,精神鼓励
15136,阿宁
15154,做点什么
15168,来得正好，前线草药紧急，需要你的援助！
15173,赠送绑元x{0}
15205,原本我以为只是疾病传播，没想到这么多的游魂野鬼，事情恐怕并没有这么简单，你也当心一些。
15247,需阵营军衔{0}
15267,"【1阶】[00b404]白品[-]裤子,穿戴等级[007ae8]1[-]级。"
15294,洛殇
15315,10阶地玄晶
15335,战场上面有个发狂的妖魔，造成伤亡惨重，还请想想办法
15347,天劫将临，那些觊觎神器的妖魔终于还是找到这里了……
15350,清理妖都巨毒蜥
15357,身姿矫健，聪明伶俐，英勇善战，都称它为“无冕之王”。
15360,修炼场有几率掉落
15378,【称号】不离不弃
15406,（是什么样的记忆，宁愿被人抹去……）
15428,超值宝石礼包
15430,二
15431,1阶大罗真仙
15434,灵蛇舞·腕
15436,玉凤
15470,<巅峰4v4接引人>
15551,嗜血战神
15568,10阶 乾坤破
15613,交易行上架数量+24
15644,【头像】空耗
15645,那是一种很古老的桃花，老夫也只在上古鸿蒙初开时见过一次。
15647,"[fff600]云裳[-]【9阶】[f02c2c]红品[-]副手,穿戴等级[007ae8]91[-]级,[00b404]出售[-]可获得【[007ae8]装备精魄*3500[-]】"
15654,天地一色困难难度有几率掉落
15660,神鬼乱舞·腕
